PDB_ID,UniProt_ID
2AQL,Q9UBU8
2AQN,P57005
2AQO,P39377
2AQP,P57005
2AQQ,P57005
2AQR,Q59623
2AQS,Q59623
2AQT,P57005
2AQU,P03366
2AQV,P39377
2AQW,Q7RPE4
2AQX,B2RXC2
2AQZ,P05230
2AR0,P08957
2AR1,Q4Q067
2AR3,A0A6H3AMF3
2AR5,O00443
2AR6,Q8GSD2
2AR7,P27144
2AR8,P95480
2AR9,P55211
2ARA,P0A9E0
2ARB,Q8GSD2
2ARC,P0A9E0
2ARD,P95480
2ARE,Q8GSD2
2ARF,P35670
2ARH,O67778
2ARI,P03375
2ARJ,P01731
2ARK,O67866
2ARL,P83690
2ARM,P59071
2ARO,P02263
2ARP,P08476
2ARQ,P05120
2ARR,P05120
2ARS,Q9HKT1
2ART,Q9HKT1
2ARU,Q9HKT1
2ARV,P08476
2ARW,P08887
2ARX,Q8GSD2
2ARY,P07384
2ARZ,Q9HW16
2AS0,O59578
2AS1,P00431
2AS2,P00431
2AS3,P00431
2AS4,P00431
2AS5,O15409
2AS6,P00431
2AS8,P08176
2AS9,Q2FXC4
2ASB,P9WIV3
2ASC,P17728
2ASD,Q97W02
2ASE,P60953
2ASF,P9WLL7
2ASH,Q9X1P7
2ASI,P00799
2ASJ,Q97W02
2ASK,Q5T4W7
2ASL,Q97W02
2ASM,P68135
2ASN,Q26241
2ASO,P68135
2ASP,P68135
2ASQ,P63165
2ASR,P07017
2ASS,P63208
2AST,P63208
2ASU,P26927
2ASV,P00490
2ASY,P0ACX3
2AT0,Q94734
2AT1,P0A786
2AT2,P05654
2AT3,Q94734
2AT5,Q94734
2AT6,Q94734
2AT8,Q94734
2AT9,P02945
2ATA,P04637
2ATB,P17728
2ATC,P0A786
2ATE,P0AG18
2ATF,P60334
2ATH,P37231
2ATI,P06737
2ATJ,P00433
2ATK,P0A334
2ATL,Q97W02
2ATM,P49370
2ATO,P43235
2ATP,P01731
2ATQ,Q38087
2ATR,A0A0H2UND0
2ATS,P0A6L2
2ATV,Q96A58
2ATW,P9WIV3
2ATX,P17081
2ATY,P20023
2ATZ,O24984
2AU0,Q97W02
2AU1,Q7DAM2
2AU3,O67465
2AU5,Q82ZV0
2AU6,P0A7A9
2AU7,P0A7A9
2AU8,P0A7A9
2AU9,P0A7A9
2AUA,Q81DM5
2AUB,P00698
2AUC,D0VWV5
2AUD,P17743
2AUG,Q14449
2AUH,P06213
2AUJ,Q9KWU6
2AUK,P0A8T7
2AUM,Q9HTZ1
2AUN,Q9HTZ1
2AUO,P02213
2AUP,P02213
2AUQ,P02213
2AUR,P02213
2AUS,Q9V1A5
2AUT,Q540U1
2AUU,P0A7A9
2AUV,Q46505
2AUW,Q82X29
2AUX,P43235
2AUY,Q8GSD2
2AUZ,P43235
2AV0,P02213
2AV1,P04439
2AV3,P02213
2AV4,Q7R866
2AV5,Q8U151
2AV6,P00490
2AV7,P04439
2AV8,P69924
2AV9,Q9HU04
2AVA,P07854
2AVD,Q86VU5
2AVF,P25006
2AVG,Q14896
2AVI,P02701
2AVK,Q9REU3
2AVM,P04587
2AVN,Q9X1A9
2AVO,Q7SSI0
2AVQ,P04587
2AVS,P04587
2AVT,Q9EVR1
2AVU,P0A8S9
2AVV,P04587
2AVW,Q7DAM2
2AVX,P07026
2AW0,Q04656
2AW1,P00918
2AW2,Q7Z6A9
2AW3,P00490
2AW5,P48163
2AW6,Q04114
2AW9,Q9RUV2
2AWA,O06672
2AWC,Q9REU3
2AWD,Q833W9
2AWF,P62253
2AWG,Q14318
2AWH,Q03181
2AWI,Q04114
2AWJ,P42212
2AWK,P42212
2AWL,P42212
2AWM,P42212
2AWN,P68187
2AWO,P68187
2AWP,D0VWV6
2AWT,P61956
2AWU,Q62696
2AWW,Q62696
2AWX,Q62696
2AWY,Q9REU3
2AWZ,P26663
2AX0,P26663
2AX1,P26663
2AX2,P00918
2AX3,Q9X024
2AX4,O95340
2AX5,P40554
2AX6,P10275
2AX7,P10275
2AX8,P10275
2AX9,P10275
2AXA,P10275
2AXC,Q47112
2AXD,P0ABS8
2AXE,O59893
2AXF,P01889
2AXG,P01889
2AXH,P01850
2AXI,Q00987
2AXK,P84777
2AXL,Q14191
2AXM,P05230
2AXN,Q16875
2AXO,A9CHH7
2AXP,O31896
2AXQ,P38999
2AXR,Q6PW77
2AXT,P0A444
2AXU,Q04114
2AXV,Q04114
2AXW,Q47038
2AXX,P00173
2AXY,Q15366
2AXZ,Q04114
2AY0,P09546
2AY1,P95468
2AY2,P95468
2AY3,P95468
2AY4,P95468
2AY5,P95468
2AY6,P95468
2AY7,P95468
2AY8,P95468
2AY9,P95468
2AYA,P06710
2AYB,Q84294
2AYD,Q9SI37
2AYE,Q84294
2AYG,Q84294
2AYH,P23904
2AYI,P42778
2AYJ,Q980V5
2AYK,P03956
2AYL,P05979
2AYM,P43332
2AYN,P54578
2AYO,P54578
2AYP,O14757
2AYQ,P12010
2AYR,P03372
2AYS,P24627
2AYT,O66753
2AYU,P25293
2AYW,P00760
2AYX,P0DMC5
2AYY,P0DMC5
2AYZ,P0DMC5
2AZ0,P68831
2AZ1,P61136
2AZ2,P68831
2AZ3,P61136
2AZ4,Q82ZZ3
2AZ5,P01375
2AZ8,P03367
2AZ9,P03367
2AZA,P00280
2AZB,P03367
2AZC,P03367
2AZD,P00490
2AZE,Q14186
2AZH,O32163
2AZJ,Q97W92
2AZK,Q97W92
2AZL,Q9X1M1
2AZM,Q14676
2AZN,Q58085
2AZO,P06722
2AZP,Q9I476
2AZQ,Q51433
2AZR,P18031
2AZS,Q08012
2AZT,Q14749
2AZU,P00282
2AZV,Q08012
2AZW,Q836H1
2AZX,P23381
2AZY,P00592
2AZZ,P00592
2B00,P00592
2B01,P00592
2B02,P27540
2B03,P00592
2B04,P00592
2B05,P61981
2B06,A0A0H2UQ81
2B07,P18031
2B08,P38501
2B0A,Q58193
2B0C,P0A8Y3
2B0D,P04390
2B0E,P04390
2B0F,P03303
2B0G,P43332
2B0H,P26039
2B0J,Q58194
2B0L,P39779
2B0M,Q02127
2B0O,Q8TDY4
2B0P,O33599
2B0Q,P0A3Y5
2B0R,Q5CS32
2B0S,P05877
2B0T,P50216
2B0U,P08476
2B0V,Q82XR9
2B0Y,P21554
2B0Z,P00431
2B10,P00431
2B11,P00431
2B12,P00431
2B13,O33599
2B14,P02766
2B15,P02766
2B16,P02766
2B17,P59071
2B18,P39779
2B19,P20366
2B1A,Q90VI2
2B1E,P19658
2B1F,P03069
2B1G,P31335
2B1I,P31335
2B1J,P0AE67
2B1K,P0AA86
2B1L,P0AA86
2B1M,Q3Y6U7
2B1N,Q3Y6U7
2B1O,P54657
2B1P,P53779
2B1Q,P74325
2B1R,P74325
2B1U,Q9NZT1
2B1V,P03372
2B1W,Q9Y239
2B1X,Q9X3R9
2B1Y,A9CIG4
2B1Z,P03372
2B20,A0A0H2VTI6
2B21,O73948
2B22,P03069
2B23,P03372
2B24,Q9X3R9
2B25,Q9BVS5
2B26,P25294
2B29,P27694
2B2A,O77448
2B2C,G5EFG3
2B2D,P03612
2B2E,P03612
2B2F,O29285
2B2G,P03612
2B2H,O29285
2B2I,O29285
2B2J,O29285
2B2K,Q46822
2B2N,P30958
2B2T,O14646
2B2U,O14646
2B2V,O14646
2B2W,O14646
2B2X,P18614
2B2Y,O14646
2B30,A5K063
2B31,Q8SPQ0
2B33,Q9WY58
2B34,Q20062
2B35,P9WGR1
2B36,P9WGR1
2B37,P9WGR1
2B38,P85175
2B3A,Q12967
2B3B,Q72KX2
2B3C,P01491
2B3D,P0AEY5
2B3F,Q72KX2
2B3G,P27694
2B3H,P53582
2B3I,P50057
2B3J,Q99W51
2B3K,P53582
2B3L,P53582
2B3M,O29141
2B3O,P29350
2B3P,P42212
2B3Q,P42212
2B3R,Q61194
2B3S,P0AEG4
2B3T,P0ACC1
2B3U,P21673
2B3V,P21673
2B3W,P30176
2B3X,P21399
2B3Y,P21399
2B3Z,P17618
2B42,Q8H0K8
2B43,Q6REV3
2B44,O33599
2B45,P18429
2B46,P18429
2B48,Q07817
2B49,P26045
2B4A,Q9K8I2
2B4B,P21673
2B4C,P01730
2B4D,P21673
2B4E,O89053
2B4F,Q8RJN8
2B4G,Q57U83
2B4H,P12473
2B4I,P12473
2B4J,P12497
2B4K,Q8VRK8
2B4L,P46922
2B4M,P46922
2B4N,P09681
2B4O,Q7WUJ1
2B4P,Q7WUJ1
2B4Q,Q9RPT1
2B4R,Q8T6B1
2B4S,P18031
2B4T,Q8T6B1
2B4U,Q7WUJ1
2B4V,Q86MV5
2B4W,Q4QH86
2B4X,P01008
2B4Y,Q9NXA8
2B4Z,P62894
2B50,Q03181
2B51,Q86MV5
2B52,P24941
2B53,P24941
2B54,P24941
2B55,P24941
2B56,Q86MV5
2B58,P21673
2B59,A3DF10
2B5B,P0CAP0
2B5E,P17967
2B5F,Q41372
2B5G,P21673
2B5H,P21816
2B5I,P60568
2B5J,P03366
2B5K,P14215
2B5L,Q16531
2B5M,Q16531
2B5N,Q16531
2B5O,P31973
2B5P,P58807
2B5Q,P58807
2B5R,P62593
2B5S,P81402
2B5T,P00734
2B5U,P00646
2B5V,Q977U7
2B5W,Q977U7
2B5X,O31699
2B5Y,O31699
2B5Z,P00698
2B60,Q7SMT3
2B61,P45131
2B63,P04050
2B65,P24627
2B67,A0A0H2UP38
2B68,Q4GWV4
2B69,Q8NBZ7
2B6A,P03366
2B6B,Q9WDA7
2B6C,Q82ZI8
2B6E,P45083
2B6F,Q9BYN0
2B6G,Q08831
2B6H,P84085
2B6M,P0AEG4
2B6N,Q3HUQ2
2B6O,Q6J8I9
2B6P,P06624
2B6T,P00720
2B6W,P00720
2B6X,P00720
2B6Y,P00720
2B6Z,P00720
2B70,P00720
2B71,Q7RRM6
2B72,P00720
2B73,P00720
2B74,P00720
2B75,P00720
2B76,P00363
2B77,P02766
2B78,Q8DUW5
2B7A,O60674
2B7B,P02994
2B7C,P02994
2B7D,P08709
2B7E,P33203
2B7F,P03362
2B7H,P60523
2B7J,P23833
2B7K,P23833
2B7L,O05155
2B7M,P19658
2B7N,O25909
2B7O,O53512
2B7P,O25909
2B7Q,O25909
2B7R,P0C278
2B7S,P0C278
2B7T,P51400
2B7U,P84786
2B7V,P51400
2B7X,P00720
2B7Y,P02871
2B7Z,P03367
2B81,Q81B18
2B82,P0AE22
2B83,P25984
2B86,O43639
2B87,Q70AB8
2B88,Q70AB8
2B89,Q70AB8
2B8A,Q8VHK7
2B8E,O29777
2B8F,C0H419
2B8G,C0H419
2B8H,P05803
2B8I,Q56GA4
2B8J,P0AE22
2B8K,P04050
2B8L,P56817
2B8M,Q58174
2B8N,Q9X1S1
2B8O,P08709
2B8P,Q5UQL3
2B8Q,Q5UQL3
2B8T,Q9PPP5
2B8U,P05112
2B8V,P56817
2B8W,P32455
2B8X,P05112
2B8Y,P05112
2B8Z,P05112
2B90,P05112
2B91,P05112
2B92,P32455
2B94,D0VWV7
2B95,Q9NP97
2B96,P00593
2B97,P79073
2B98,Q58584
2B99,Q58584
2B9A,P02766
2B9B,P04849
2B9C,P04692
2B9D,P06465
2B9E,Q96P11
2B9F,P16892
2B9H,P16892
2B9I,P16892
2B9J,P16892
2B9K,P82243
2B9L,Q9GRW0
2B9R,P14635
2B9S,Q9GPZ9
2B9U,Q96Z62
2B9V,Q8VRK8
2B9W,Q6A8X5
2B9X,Q6A8X5
2B9Y,Q6A8X5
2B9Z,P68831
2BA0,O29758
2BA1,O30033
2BA2,P75103
2BA3,Q52335
2BA9,Q6A8X5
2BAA,P23951
2BAB,Q6A8X5
2BAC,Q6A8X5
2BAF,P02672
2BAG,P04058
2BAI,P32540
2BAJ,Q16539
2BAK,Q16539
2BAL,Q16539
2BAM,P23940
2BAN,P03366
2BAO,P62330
2BAP,O08808
2BAQ,Q16539
2BAS,O35014
2BAT,P06820
2BAU,P62330
2BAW,Q03181
2BAX,P00593
2BAY,P32523
2BAZ,O34919
2BB0,P42084
2BB2,P02522
2BB3,O29536
2BB4,P00772
2BB5,P20062
2BB6,Q9XSC9
2BB7,P0AE18
2BB8,P22886
2BB9,P03367
2BBA,P54760
2BBB,P03366
2BBC,Q9XSC9
2BBD,Q6Q0J0
2BBE,Q8EJE0
2BBF,P28720
2BBG,P10414
2BBH,Q9WZ31
2BBI,P01055
2BBJ,Q9WZ31
2BBK,P29894
2BBL,P03300
2BBM,P62152
2BBN,P62152
2BBO,P13569
2BBP,P03300
2BBQ,P0A884
2BBR,Q98325
2BBS,P13569
2BBT,P13569
2BBU,O35718
2BBV,P04329
2BBW,P27144
2BBX,P16893
2BBY,P13984
2BBZ,Q98325
2BC0,Q5XC60
2BC1,Q5XC60
2BC2,P04190
2BC3,P22629
2BC4,P28067
2BC5,P0ABE7
2BC7,P50983
2BC8,P50983
2BC9,P32455
2BCA,P02633
2BCB,P02633
2BCC,P31800
2BCD,P36873
2BCE,P30122
2BCG,P39958
2BCH,P00593
2BCJ,P21146
2BCK,P04439
2BCM,P13719
2BCN,P00431
2BCO,Q87Q40
2BCP,Q5XC60
2BCQ,Q9UGP5
2BCR,Q9UGP5
2BCS,Q9UGP5
2BCT,Q02248
2BCU,Q9UGP5
2BCV,Q9UGP5
2BCW,P29395
2BCX,P62149
2BD0,Q8KES3
2BD1,P00593
2BD2,P00772
2BD3,P00772
2BD4,P00772
2BD5,P00772
2BD7,P00772
2BD8,P00772
2BD9,P00772
2BDA,P00772
2BDB,P00772
2BDC,P00772
2BDD,Q7RB63
2BDE,Q5ZZB6
2BDF,P12931
2BDG,Q9Y5K2
2BDH,Q9Y5K2
2BDI,Q9Y5K2
2BDJ,P12931
2BDL,P43235
2BDM,P00178
2BDN,P13500
2BDO,P0ABD8
2BDP,P52026
2BDQ,Q8DYB9
2BDR,P59285
2BDS,P11494
2BDT,Q9K6P2
2BDU,Q9D020
2BDV,A0A0H3LUS8
2BDW,O62305
2BDX,P36873
2BDY,P00734
2BDZ,P84346
2BE1,P32361
2BE2,P03366
2BE3,A0A0H2UPY1
2BE4,Q5XJX1
2BE5,Q5SHR6
2BE6,P0DP23
2BE7,D0VWV8
2BE9,Q55338
2BEA,P10822
2BEB,P10822
2BEC,O43745
2BED,Q04631
2BEF,P22887
2BEG,P05067
2BEH,P01008
2BEI,Q96F10
2BEJ,Q72H90
2BEK,Q72H90
2BEL,P28845
2BEM,P9WEM3
2BEN,P9WEM3
2BEO,P22262
2BEP,P61085
2BEQ,P59594
2BER,Q02834
2BES,P9WKD7
2BET,P9WKD7
2BEU,P12694
2BEV,P12694
2BEW,P12694
2BEX,P13489
2BEZ,P59594
2BF0,P39081
2BF1,Q07374
2BF2,Q00459
2BF3,Q00459
2BF4,P16603
2BF5,Q00459
2BF6,Q59310
2BF7,Q01782
2BF8,P61085
2BF9,P68249
2BFA,Q01782
2BFB,P12694
2BFC,P12694
2BFD,P12694
2BFE,P12694
2BFF,P12694
2BFG,Q9ZFM2
2BFH,P09038
2BFK,P04190
2BFL,P04190
2BFM,Q01782
2BFN,D4Z2G1
2BFO,Q01782
2BFP,Q01782
2BFQ,O28751
2BFR,O28751
2BFU,P03599
2BFV,P01631
2BFW,Q9V2J8
2BFX,Q6DE08
2BFY,Q6DE08
2BFZ,P04190
2BG1,Q7CRA4
2BG2,P04190
2BG5,Q8R7R4
2BG6,P04190
2BG7,P04190
2BG8,P04190
2BG9,P02711
2BGA,P04190
2BGC,P22262
2BGD,P18031
2BGE,P18031
2BGF,P0CG48
2BGG,O28951
2BGH,Q70PR7
2BGI,Q9L6V3
2BGJ,Q9L6V3
2BGK,Q94KL8
2BGL,Q94KL8
2BGM,Q94KL8
2BGN,P27487
2BGO,Q840C0
2BGP,Q840C0
2BGQ,P23901
2BGR,P27487
2BGS,P23901
2BGT,P04547
2BGU,P04547
2BGV,Q00499
2BGW,Q9YC15
2BGY,P0A1J1
2BGZ,P0A1J1
2BH0,O34918
2BH1,P45782
2BH2,P55135
2BH3,P15034
2BH4,Q00499
2BH5,Q00499
2BH7,P75820
2BH8,P0A9X9
2BH9,P11413
2BHA,P15034
2BHB,P15034
2BHC,P15034
2BHD,P15034
2BHE,P24941
2BHF,P07788
2BHG,P03306
2BHH,P24941
2BHI,P60301
2BHJ,P29477
2BHK,P43026
2BHL,P11413
2BHM,Q7CEG3
2BHN,Q9YC15
2BHO,P0C2V9
2BHP,Q5SI02
2BHQ,Q5SI02
2BHR,Q91H74
2BHS,P16703
2BHT,P16703
2BHU,Q9RX51
2BHV,O24883
2BHW,P07371
2BHX,Q9RME2
2BHY,Q9RX51
2BHZ,Q9RX51
2BI0,P96398
2BI1,Q9RME2
2BI2,Q9RME2
2BI3,Q9RME2
2BI4,P0A9S1
2BI5,Q9RME2
2BI6,P01068
2BI7,Q48485
2BI8,Q48485
2BI9,Q9RME2
2BIA,Q9RME2
2BIB,Q8DQ62
2BIC,Q94FS7
2BID,P55957
2BIE,Q9RME2
2BIF,P25114
2BIG,Q9RME2
2BIH,P49050
2BII,P49050
2BIJ,P54829
2BIK,P11309
2BIL,P11309
2BIM,P04637
2BIN,P04637
2BIO,P04637
2BIP,P04637
2BIQ,P04637
2BIR,P00651
2BIS,Q9V2J8
2BIT,P30405
2BIU,P30405
2BIV,Q9UQR0
2BIW,P74334
2BIX,P74334
2BIY,O15530
2BJ1,O58316
2BJ3,O58316
2BJ4,P03372
2BJ7,O58316
2BJ8,O58316
2BJ9,O58316
2BJA,Q5SI02
2BJB,P9WPY5
2BJC,P03023
2BJD,Q97ZL0
2BJE,Q97ZL0
2BJF,P54965
2BJG,P54965
2BJH,O42807
2BJI,P20456
2BJJ,P02788
2BJK,Q5SI02
2BJM,P01724
2BJN,Q86SZ2
2BJO,P80242
2BJQ,Q7YXK2
2BJR,Q7YXJ9
2BJS,P05326
2BJU,P46925
2BJV,P37344
2BJW,P37344
2BJX,P07237
2BJY,P80725
2BK0,P49372
2BK1,P0C2E9
2BK2,P0C2E9
2BK3,P27338
2BK4,P27338
2BK5,P27338
2BK6,P80725
2BK8,Q8WZ42
2BK9,Q9VF15
2BKA,Q9BUP3
2BKB,P0AGD3
2BKC,P80725
2BKD,Q06787
2BKE,Q55075
2BKF,Q14596
2BKH,Q29122
2BKI,Q29122
2BKJ,Q56691
2BKK,P0A3Y5
2BKL,Q9X5N2
2BKM,Q5L1S0
2BKN,O57975
2BKO,O57975
2BKP,O57975
2BKQ,Q96LD8
2BKR,Q96LD8
2BKS,P00797
2BKT,P00797
2BKU,P62825
2BKV,O35000
2BKW,P43567
2BKX,O35000
2BKY,P60849
2BKZ,P24941
2BL0,Q9BJD3
2BL1,Q9HUU7
2BL2,P43457
2BL4,P0A9S1
2BL5,Q32NN2
2BL6,P69732
2BL7,Q47785
2BL8,Q47785
2BL9,O02604
2BLA,O02604
2BLB,O02604
2BLC,O02604
2BLE,P36959
2BLF,Q9LA16
2BLG,P02754
2BLH,P02185
2BLI,P02185
2BLJ,P02185
2BLL,P77398
2BLM,P00808
2BLN,P77398
2BLO,P00772
2BLP,P61823
2BLQ,P00772
2BLR,P02883
2BLS,P00811
2BLU,P02883
2BLV,P00760
2BLW,P00760
2BLX,P00698
2BLY,P00698
2BLZ,P61823
2BM0,P13551
2BM1,P13551
2BM2,P20231
2BM3,P71143
2BM4,O50390
2BM5,O50390
2BM6,O50390
2BM7,O50390
2BM8,B5GLB3
2BM9,B5GLB3
2BMA,O96940
2BMB,P53848
2BMC,O14965
2BMD,P20338
2BME,P20338
2BMF,Q91H74
2BMG,P00742
2BMH,P14779
2BMI,P25910
2BMJ,Q99490
2BML,P06653
2BMO,Q8RTL4
2BMQ,Q8RTL4
2BMR,Q8RTL4
2BMT,Q9NII5
2BMU,Q8U122
2BMV,O25776
2BMW,P21890
2BMX,P9WQB7
2BMY,O22321
2BMZ,O22321
2BN0,O22321
2BN1,P01317
2BN2,P01180
2BN3,P01317
2BN4,P16603
2BN5,Q7JPS0
2BN6,Q7JPS0
2BN7,P15034
2BN8,P0AE60
2BND,P0A7E9
2BNE,P0A7E9
2BNF,P0A7E9
2BNG,O33283
2BNH,P10775
2BNI,P03069
2BNJ,P23360
2BNK,P16517
2BNL,P42409
2BNM,Q56185
2BNN,Q56185
2BNO,Q56185
2BNP,P0C0Y8
2BNQ,P04439
2BNR,P04439
2BNS,P0C0Y8
2BNU,A0A0B4J279
2BNW,Q57468
2BNX,O08808
2BNY,P03612
2BNZ,Q57468
2BO0,O68601
2BO1,P29160
2BO2,Q9UHX3
2BO3,O25025
2BO4,Q9RFR0
2BO5,P13621
2BO6,Q9RFR0
2BO7,Q9RFR0
2BO8,Q9RFR0
2BO9,Q9UI42
2BOA,Q9UI42
2BOB,P0A334
2BOC,P0A334
2BOD,P26222
2BOE,P26222
2BOF,P26222
2BOG,P26222
2BOH,P00742
2BOI,Q7NX84
2BOJ,Q9HYN5
2BOK,P00742
2BOL,Q7YZT0
2BON,P76407
2BOO,Q9RWH9
2BOP,P03122
2BOQ,O94753
2BOS,Q47644
2BOU,P48960
2BOV,P11233
2BOW,P39075
2BOX,Q9UHX3
2BOY,Q8G9L3
2BOZ,P0C0Y7
2BP0,O68601
2BP1,O43488
2BP2,P00593
2BP3,P21333
2BP4,P05067
2BP5,P84092
2BP6,Q9HYN5
2BP7,P09060
2BP8,O68601
2BPA,P03641
2BPB,Q9LA16
2BPC,P06766
2BPD,Q6QLQ4
2BPE,Q6QLQ4
2BPF,P06766
2BPG,P06766
2BPH,Q6QLQ4
2BPI,Q8IAY6
2BPM,P24941
2BPN,P00131
2BPO,P16603
2BPP,P00593
2BPQ,P9WFX5
2BPR,P0A6Y8
2BPS,P71071
2BPU,P00698
2BPV,P04587
2BPW,P04587
2BPX,P04587
2BPY,P04587
2BPZ,P04587
2BQ0,P31946
2BQ1,Q08698
2BQ3,Q97W02
2BQ4,P94691
2BQ5,P03612
2BQ6,P00742
2BQ7,P00742
2BQ8,P13686
2BQA,P61626
2BQB,P61626
2BQC,P61626
2BQD,P61626
2BQE,P61626
2BQF,P61626
2BQG,P61626
2BQH,P61626
2BQI,P61626
2BQJ,P61626
2BQK,P61626
2BQL,P61626
2BQM,P61626
2BQN,P61626
2BQO,P61626
2BQP,P02867
2BQQ,O43602
2BQR,Q97W02
2BQU,Q97W02
2BQV,O92139
2BQW,P00742
2BQX,P56153
2BQY,P56153
2BQZ,Q9NQR1
2BR0,Q97W02
2BR1,O14757
2BR2,Q9UXC0
2BR3,B5GLB3
2BR4,B5GLB3
2BR5,B5GLB3
2BR6,P0CJ63
2BR7,Q8WSF8
2BR8,Q8WSF8
2BR9,P62258
2BRA,Q8VDP3
2BRB,O14757
2BRC,P02829
2BRD,P02945
2BRE,P02829
2BRF,Q96T60
2BRG,O14757
2BRH,O14757
2BRI,Q8U122
2BRJ,Q9LS02
2BRK,P26663
2BRL,P26663
2BRM,O14757
2BRN,O14757
2BRO,O14757
2BRP,Q54873
2BRQ,P21333
2BRR,Q51183
2BRS,P13727
2BRT,Q96323
2BRU,P07001
2BRV,Q54873
2BRW,Q54873
2BRX,Q8U122
2BRY,Q8VDP3
2BRZ,P56552
2BS0,P03612
2BS1,P03612
2BS2,P17412
2BS3,P17412
2BS4,P17412
2BS5,A0A0S4TLR1
2BS6,Q8XXK6
2BS7,Q47200
2BS8,Q47200
2BS9,Q9ZFM2
2BSA,P21890
2BSB,Q9RH92
2BSC,Q99003
2BSD,Q71AW2
2BSE,Q71AW2
2BSF,Q992I2
2BSG,P10104
2BSH,P0C2V9
2BSI,P0C2V9
2BSJ,P0C2V9
2BSK,Q9Y5J7
2BSL,A2RJT9
2BSM,P07900
2BSP,P39116
2BSQ,Q5F882
2BSR,P01889
2BSS,P01889
2BST,P01889
2BSW,Q65LG7
2BSX,Q8I3X4
2BSY,P03195
2BSZ,Q98D42
2BT0,P07900
2BT1,P03195
2BT2,O15492
2BT3,P46881
2BT4,P15474
2BT6,P00257
2BT7,O12287
2BT8,O12287
2BT9,Q8XXK6
2BTA,P02730
2BTB,P02730
2BTC,P00760
2BTD,P76014
2BTE,Q7SIE4
2BTF,P60712
2BTG,P0AFG6
2BTH,P0AFG6
2BTI,A1JK11
2BTJ,Q5S6Z9
2BTL,P69596
2BTM,P00943
2BTN,P0CJ63
2BTO,Q8GCC5
2BTP,P27348
2BTQ,Q8GCC5
2BTR,P24941
2BTS,P24941
2BTT,P36006
2BTU,Q81ZH0
2BTV,P56582
2BTW,Q8YY76
2BTX,P60615
2BTY,Q9X2A4
2BTZ,Q15119
2BU1,P03612
2BU2,Q15119
2BU3,Q8YY76
2BU4,P00651
2BU5,Q15119
2BU6,Q15119
2BU7,Q15119
2BU8,Q15119
2BU9,P05326
2BUA,P22411
2BUB,P27487
2BUC,P22411
2BUD,O02193
2BUE,Q6SJ71
2BUF,Q9HTN2
2BUG,P53041
2BUH,P0A953
2BUI,P0A953
2BUJ,O75716
2BUK,P03606
2BUM,P20371
2BUN,Q53119
2BUO,P03347
2BUP,P19120
2BUQ,P20371
2BUR,P20371
2BUS,P01001
2BUT,P20371
2BUU,P20371
2BUV,P20371
2BUW,P20371
2BUX,P20371
2BUY,P20371
2BUZ,P20371
2BV0,P20371
2BV1,Q08116
2BV2,F6Q2R9
2BV3,P13551
2BV4,Q7NX84
2BV5,P54829
2BV6,P0C1S0
2BV7,P68265
2BV8,Q6B8L6
2BV9,P16218
2BVA,O96013
2BVB,O00834
2BVC,P9WN39
2BVD,P16218
2BVE,Q62230
2BVF,P08159
2BVG,P08159
2BVH,P08159
2BVJ,O87605
2BVL,P18177
2BVM,P18177
2BVN,P0CE48
2BVO,P01889
2BVP,P01889
2BVQ,P01889
2BVR,P00734
2BVS,P00734
2BVT,Q9XCV5
2BVU,P27439
2BVV,P09850
2BVW,Q9C1S9
2BVX,P00734
2BVY,Q9XCV5
2BVZ,P23370
2BW0,O75891
2BW1,P0CB53
2BW2,O05391
2BW3,Q25438
2BW4,P25006
2BW5,P25006
2BW7,O32393
2BW8,O33897
2BW9,P02185
2BWA,O33897
2BWB,P48510
2BWC,O33897
2BWD,P25006
2BWE,P48510
2BWF,P48510
2BWG,P36959
2BWH,P02185
2BWI,P25006
2BWJ,Q9Y6K8
2BWK,P21570
2BWL,P21570
2BWM,Q309D1
2BWN,P18079
2BWO,P18079
2BWP,P18079
2BWQ,Q9JIS1
2BWR,Q309D1
2BWS,P15034
2BWT,P15034
2BWU,P15034
2BWV,P15034
2BWW,P15034
2BWX,P15034
2BWY,P15034
2BX2,P21513
2BX3,P0C6X7
2BX4,P0C6X7
2BX5,Q9UL77
2BX6,O75695
2BX7,A2RJT9
2BX8,P02768
2BX9,O31466
2BXA,P02768
2BXB,P02768
2BXC,P02768
2BXD,P02768
2BXE,P02768
2BXF,P02768
2BXG,P02768
2BXH,P02768
2BXI,P02768
2BXJ,P23370
2BXK,P02768
2BXL,P02768
2BXM,P02768
2BXN,P02768
2BXO,P02768
2BXP,P02768
2BXQ,P02768
2BXR,P21397
2BXS,P21397
2BXT,P00734
2BXU,P00734
2BXV,Q02127
2BXW,P52565
2BXX,P69596
2BXY,Q9RX51
2BXZ,Q9RX51
2BY0,Q9RX51
2BY1,Q9RX51
2BY2,Q9RX51
2BY3,Q9RX51
2BY4,P04191
2BY5,P00760
2BY6,P00760
2BY7,P00760
2BY8,P00760
2BY9,P00760
2BYA,P00760
2BYB,P27338
2BYC,Q3IYE4
2BYD,Q9NRN7
2BYE,Q9P212
2BYF,Q9P212
2BYG,Q15700
2BYH,P07900
2BYI,P07900
2BYJ,P04181
2BYK,Q9V452
2BYL,P04181
2BYM,Q9V452
2BYN,Q8WSF8
2BYO,P9WK65
2BYP,Q8WSF8
2BYQ,Q8WSF8
2BYR,Q8WSF8
